rating,code,nine_forreturn,name,nine_forPE,title,agency,eight_forreturn,eight_forPE,num,date,ratchange
增持,300070.SZ,0.54,碧水源,17.37,2018年业绩快报点评：PPP复苏，经营拐点或出现,西南证券,0.43,21.81,维持,2019-02-28T21:15:16,维持
买入,002371.SZ,0.99,北方华创,52.06,2018年业绩快报点评业绩符合预期，半导体设备收入大幅增长,西南证券,0.51,100.89,维持,2019-02-28T21:17:54,维持
买入,002815.SZ,0.85,崇达技术,19.3,ROE企稳回升+人均指标创新高，克制的崇达将迎来扩张期,太平洋,0.68,24.1,维持,2019-02-28T21:25:51,维持
买入,300388.SZ,0.71,国祯环保,15,国祯环保点评报告：业绩符合预期，订单充足未来业绩增长有保障 ,浙商证券,0.53,20,维持,2019-02-28T21:31:02,维持
买入,300347.SZ,1.3,泰格医药,41.2,业绩基本符合预期，持续保持稳定增长,华安证券,0.96,55.7,维持,2019-02-28T21:37:06,维持
买入,002607.SZ,0.26,中公教育,47.3,料收入强劲增长趋势将在2019年延续，成本及费用控制能力凸显,东吴证券,0.19,65.29,维持,2019-02-28T21:39:59,维持
增持,600887.SH,1.11,伊利股份,24,【联讯食饮】伊利股份：收入快速增长，龙头地位稳固,联讯证券,,,维持,2019-02-28T22:10:45,维持
买入,300241.SZ,0.38,瑞丰光电,14.36,动态点评：Mini、车灯增量可期，多维业务格局良好,国海证券,0.22,25.53,首次,2019-02-27T06:59:49,首次
买入,002690.SZ,0.81,美亚光电,29,事件点评：2018年业绩增长23%，看好口腔展会团购放量,国海证券,0.66,35,维持,2019-02-27T07:03:50,维持
增持,002214.SZ,0.15,大立科技,45,深度报告：技术底蕴构筑竞争优势，市场向好驱动业绩增长,国海证券,0.12,60,维持,2019-02-27T07:08:06,维持
买入,603179.SH,1.53,新泉股份,,业绩略低于预期，车企去库存后将见盈利改善,东方证券,,,维持,2019-02-27T07:49:29,维持
增持,603826.SH,0.6,坤彩科技,30,珠光龙头步入成长快车道,天风证券,,,维持,2019-02-27T08:06:50,维持
增持,300258.SZ,0.86,精锻科技,15,连续斩获新订单，切入MEB突破新能源产业,国元证券,0.73,17,维持,2019-02-27T08:09:50,维持
增持,603179.SH,1.46,新泉股份,12.28,Q4业绩承压，19年有望改善,中泰证券,,,调低,2019-02-27T08:22:05,调低
买入,300633.SZ,0.87,开立医疗,36,业绩保持快速增长，彩超、内窥镜持续放量,中泰证券,0.63,49.77,维持,2019-02-27T08:23:00,维持
买入,002741.SZ,0.53,光华科技,28,业绩大幅增长，长期成长性充足,中泰证券,0.37,41,维持,2019-02-27T08:23:18,维持
买入,002258.SZ,1.39,利尔化学,12,业绩稳增，新产品规划助力农化大平台持续发展,中泰证券,,,维持,2019-02-27T08:27:46,维持
买入,002376.SZ,0.84,新北洋,21.7,业绩符合预期，新零售产品线放量在即,国盛证券,0.61,29.8,维持,2019-02-27T08:31:44,维持
增持,300395.SZ,0.77,菲利华,24,业绩符合预期，持续关注军工需求放量及半导体品类扩张,中泰证券,0.54,34,,2019-02-27T08:48:20,
买入,300258.SZ,0.84,精锻科技,15.9,国内市场放缓，出口市场提速,中泰证券,0.73,18.4,调高,2019-02-27T08:48:53,调高
增持,300196.SZ,0.77,长海股份,12.9,经营效率提升，业绩保持较快增长,天风证券,0.62,16.04,维持,2019-02-27T08:56:43,维持
买入,300132.SZ,1.39,青松股份,11,业绩暴涨符合预期，收购化妆品ODM龙头值得期待,东北证券,,,维持,2019-02-27T09:06:15,维持
,002951.SZ,,金时科技,,新股网下申购询价建议报告（金时科技）,东莞证券,,,,2019-02-27T09:33:20,
买入,002614.SZ,1.06,奥佳华,17.13,业绩保持稳健增长，国内市场需求旺盛,天风证券,0.8,22.78,维持,2019-02-27T09:42:25,维持
买入,002430.SZ,0.91,杭氧股份,12,业绩略超预期，公司龙头优势、成长性不减,国金证券,0.78,14,维持,2019-02-27T09:44:37,维持
增持,002648.SZ,1.55,卫星石化,8.62,年报业绩符合预期，2018Q4净利创单季新高,华泰证券,0.88,15.22,维持,2019-02-27T09:45:36,维持
买入,603385.SH,0.78,惠达卫浴,19,深度研究报告：凭交房回暖好风，助卫浴龙头崛起,华创证券,0.67,,维持,2019-02-27T09:46:57,维持
买入,002507.SZ,1.01,涪陵榨菜,30,Q4超预期，年报基本达成年初预算,安信证券,0.84,,维持,2019-02-27T09:47:59,维持
增持,002430.SZ,0.82,杭氧股份,13.56,再思考：独特商业模式下杭氧估值方法探讨,华泰证券,0.78,14.32,维持,2019-02-27T09:50:19,维持
买入,603826.SH,0.58,坤彩科技,,2018年报点评：业绩符合预期，车用涂料、化妆品等高端珠光粉稳步放量，看好长期成长,华创证券,,,维持,2019-02-27T09:51:09,维持
增持,000403.SZ,0.83,振兴生化,33,新征程新起点，内生改善加外延打开空间,中银国际,0.376,72,维持,2019-02-27T09:54:02,维持
买入,002507.SZ,1.08,涪陵榨菜,23,毛利提升增厚利润，新品类放量助推业绩增长,东北证券,0.84,29,维持,2019-02-27T09:54:19,维持
买入,300633.SZ,0.89,开立医疗,35,开立医疗跟踪报告：经营低点已过，产品结构优化推动公司增长提速,新时代,0.63,50,维持,2019-02-27T09:55:29,维持
买入,300398.SZ,0.77,飞凯材料,22,业绩基本符合预期，混晶国产化有望持续,东吴证券,,,维持,2019-02-27T09:56:50,维持
增持,002811.SZ,0.95,亚泰国际,17.3,依靠设计核心竞争力，大力推进EPC模式,新时代,0.76,21.6,维持,2019-02-27T09:57:36,维持
买入,300732.SZ,2.95,设研院,12,全年增速持续较快增长，省内基建需求强劲值得重视,天风证券,2.19,17,维持,2019-02-27T10:11:04,维持
买入,300132.SZ,1.35,青松股份,11,松节油产业链景气持续，业绩增量空间大,安信证券,,,维持,2019-02-27T10:16:07,维持
买入,002242.SZ,1.09,九阳股份,16,2018年业绩快报点评：渠道优化显成效，Q4收入超预期,华创证券,0.98,18,维持,2019-02-27T10:45:14,维持
买入,002025.SZ,1.07,航天电器,25.85,业绩符合预期，看好后续订单增长,华泰证券,0.84,32.9,维持,2019-02-27T10:52:18,维持
买入,002376.SZ,0.79,新北洋,24,2018年业绩快报点评：2018年度业绩同增33%，看好新零售机遇,光大证券,0.57,33,维持,2019-02-27T10:56:12,维持
增持,300398.SZ,1.05,飞凯材料,17.15,年报业绩符合预期，一季度延续高增长,华泰证券,,,维持,2019-02-27T10:56:12,维持
买入,002242.SZ,1.09,九阳股份,16,走出渠道调整阵痛，四季度经营超预期,申万宏源,0.99,18,维持,2019-02-27T11:09:42,维持
买入,002507.SZ,1.01,涪陵榨菜,24,Q4收入环比提速，全年完美收官,西南证券,0.84,29,维持,2019-02-27T11:10:43,维持
增持,002595.SZ,1.07,豪迈科技,16,业绩快报点评：Q4经营延续Q3快速增长态势,渤海证券,0.95,18.65,维持,2019-02-27T11:12:04,维持
买入,002920.SZ,0.886,德赛西威,28.6,业绩有望触底回升，智能驾驶产品蓄势待发,中银国际,0.754,33.5,维持,2019-02-27T11:17:08,维持
买入,603200.SH,1.65,上海洗霸,20,控制人增持彰显发展信心，工业水优质标的增长可期,天风证券,1.1,31,维持,2019-02-27T11:19:58,维持
增持,300398.SZ,0.86,飞凯材料,20.15,2018年报点评：Q1业绩环比好转，材料综合平台协同效应显现,东方财富证券,,,首次,2019-02-27T12:08:41,首次
买入,002507.SZ,0.98,涪陵榨菜,25,收入表现好于预期，19年稳健增长可期,申万宏源,0.84,29,维持,2019-02-27T13:17:54,维持
买入,300427.SZ,0.8,红相股份,15.5,电力及铁路业务景气度改善，军工 电子快速增长有望切入5G,安信证券,0.65,18.9,维持,2019-02-27T13:18:10,维持
买入,002376.SZ,0.83,新北洋,23,公司动态点评：业绩符合预期，创新业务拉动高增长,长城证券,0.57,33,维持,2019-02-27T13:18:39,维持
增持,002920.SZ,0.82,德赛西威,31,业绩符合预期，战略业务报捷,申万宏源,0.75,34,维持,2019-02-27T13:23:21,维持
买入,600711.SH,0.35,盛屯矿业,17,铜钴矿山尘埃落定 全产业链布局完成,天风证券,0.35,17,维持,2019-02-27T13:28:07,维持
买入,603619.SH,0.74,中曼石油,22,深度报告二：业绩拐点将近，公司成长之路清晰,国海证券,0.18,91,维持,2019-02-27T14:12:26,维持
买入,300577.SZ,1.05,开润股份,33.08,业绩符合预期，期待19年B2C全渠道扩张发力以及B2B海外扩张,天风证券,0.79,43.79,维持,2019-02-27T14:49:23,维持
增持,002117.SZ,0.93,东港股份,19,2018年业绩快报点评：订单结构调整与原材料库存短期压制业绩，新业务持续发力贡献新动力,申万宏源,0.71,25,维持,2019-02-27T15:23:47,维持
增持,002507.SZ,1.07,涪陵榨菜,23,公司动态点评：Q4收入略超预期，盈利能力持续改善,长城证券,0.84,29,维持,2019-02-27T15:42:36,维持
买入,300633.SZ,0.81,开立医疗,39,点评报告：18年净利润33%高增长基本符合预期，看好高端彩超放量及优质储备品线,广证恒生,0.63,50,维持,2019-02-27T15:47:46,维持
买入,002111.SZ,0.72,威海广泰,16.9,【联讯机械公司点评】威海广泰：商誉减值影响逐步消除，传统白马轻装上阵重启增长,联讯证券,0.62,19.66,首次,2019-02-27T16:06:41,首次
增持,603826.SH,0.56,坤彩科技,29.83,坤彩科技2018年报点评：高端产品占比持续提升，自产原材料项目即将试生产,浙商证券,0.56,29.83,维持,2019-02-27T16:27:49,维持
增持,600219.SH,0.21,南山铝业,12,公司点评报告：通过宝马认证，或推动高端铝材销售增长,中原证券,0.15,16.5,首次,2019-02-27T16:34:20,首次
买入,300699.SZ,1.3,光威复材,34.67,2018年业绩复合预期，军品业务逐步发力，民品碳梁高速增长,联讯证券,1.02,44.17,维持,2019-02-27T17:23:21,维持
买入,600711.SH,0.46,盛屯矿业,11.2,布局刚果（金）资源，协同效应再凸显,财通证券,0.36,14.1,调高,2019-02-27T17:44:42,调高
买入,300398.SZ,0.87,飞凯材料,20.7,各项业务整合协同良好，业绩持续增长,财通证券,,,维持,2019-02-27T17:45:20,维持
增持,002920.SZ,0.89,德赛西威,28.9,高研发投入拖累业绩，即将重回增长通道,财通证券,0.75,33.8,维持,2019-02-27T17:46:03,维持
买入,300633.SZ,0.83,开立医疗,38,业绩略低于预期，继续看好成长潜力,财通证券,0.63,50,维持,2019-02-27T17:47:55,维持
增持,603179.SH,1.49,新泉股份,12,业绩符合预期 背靠龙头车企保障业绩增速,中国银河,,,首次,2019-02-27T17:49:40,首次
增持,300258.SZ,0.87,精锻科技,,2018年业绩快报点评：全年业绩符合预期，海外市场增长良好,上海证券,0.72,,维持,2019-02-27T17:57:52,维持
增持,603214.SH,,爱婴室,,发布限制性股票激励计划，自建+并购助力公司异地扩张,中信建投,,,维持,2019-02-27T18:27:13,维持
买入,300398.SZ,0.82,飞凯材料,22,飞凯材料年报点评：业绩略低于预期，未来增长动力仍强劲,中信建投,,,维持,2019-02-27T18:33:41,维持
增持,300398.SZ,0.83,飞凯材料,25,2018年年报点评：业绩略低于预期，各业务协同发展,华创证券,,,维持,2019-02-27T19:25:41,维持
增持,002430.SZ,0.94,杭氧股份,12,2018年业绩快报点评：气体与设备业务景气双升，公司业绩大幅增长,华创证券,0.78,14,调低,2019-02-27T19:30:52,调低
买入,002444.SZ,0.78,巨星科技,13.87,业绩增长35%，全球化布局值得期待,华泰证券,0.69,15.64,维持,2019-02-27T19:44:41,维持
买入,300602.SZ,1.38,飞荣达,35,主业毛利率提升，扣非净利大增,安信证券,,,维持,2019-02-27T20:19:49,维持
买入,300398.SZ,0.91,飞凯材料,19,全年业绩高增长，混晶业务后续值得期待,天风证券,,,维持,2019-02-27T20:20:20,维持
买入,300699.SZ,1.17,光威复材,38,业绩增长略超预期，碳纤维龙头发展前景确定,中信建投,1.02,44,维持,2019-02-27T20:35:37,维持
增持,603508.SH,4.85,思维列控,9.2,思维列控深度研究：行业景气向上叠加产品升级，收购蓝信完善轨交布局,新时代,1.07,41.9,首次,2019-02-27T20:45:34,首次
买入,603959.SH,0.84,百利科技,24,技术融合开创稀缺领域，尽享高镍三元产线设备百亿市场,中信建投,0.48,42,首次,2019-02-27T20:49:22,首次
增持,601006.SH,1.03,大秦铁路,,铁路运煤需求增，经营稳健高分红,中信建投,1.01,,首次,2019-02-27T20:55:38,首次
买入,002614.SZ,1,奥佳华,22,扣非业绩靓丽，家用按摩椅保持高速增长,安信证券,0.81,,维持,2019-02-27T21:02:36,维持
买入,603260.SH,4.956,合盛硅业,11.32,合于上下齐备，盛于成本优势,中信建投,4.479,12.53,首次,2019-02-27T21:03:06,首次
买入,002376.SZ,0.76,新北洋,24,商誉减值符合预期，修正利润增速38%,申万宏源,0.57,33,维持,2019-02-27T21:30:14,维持
增持,300577.SZ,1.12,开润股份,31,品牌和代工双发力助力收入规模加速提升，业绩符合预期,申万宏源,0.81,43,维持,2019-02-27T21:40:41,维持
增持,002599.SZ,0.53,盛通股份,21,2018业绩快报点评：业绩符合预期，素质教育体系初步完善,上海证券,0.39,28.05,维持,2019-02-27T21:43:25,维持
买入,002661.SZ,0.83,克明面业,16.12,调研简报：成本+技术+营销+管理，全方位升级突破,国海证券,0.57,23.43,维持,2019-02-27T21:50:22,维持
增持,002007.SZ,1.49,华兰生物,25,业绩超预期增长，疫苗贡献业绩弹性,中信建投,1.23,30,首次,2019-02-27T18:31:42,首次
买入,002508.SZ,1.7,老板电器,15,2018年业绩快报点评：竞争优势领先，龙头地位稳固,华创证券,1.56,16,维持,2019-02-27T21:05:24,维持
增持,300474.SZ,0.66,景嘉微,63,图形显控与雷达产品较快增长，关注高性能GPU推广进展,中信建投,0.47,88,维持,2019-02-27T21:07:30,维持
买入,002353.SZ,0.9,杰瑞股份,19.6,油公司已适应低油价新常态，2019年以来设备景气度较高,中信建投,0.61,28.9,维持,2019-02-27T21:09:51,维持
买入,300751.SZ,6.81,迈为股份,30.3,预收高增长提供业绩保障，业务拓展顺利有望贡献增量,中信建投,,,维持,2019-02-27T21:13:33,维持
增持,002851.SZ,0.995,麦格米特,23.81,业绩略超预期，高增长延续,中信建投,0.65,36.43,维持,2019-02-27T21:14:13,维持
买入,002465.SZ,,海格通信,,业绩增长超预期，收入与利润率双提升,中信建投,,,维持,2019-02-27T21:16:14,维持
买入,002475.SZ,0.88,立讯精密,30,2018年交出完美答卷，长期仍有较大空间,中信建投,0.67,,维持,2019-02-27T21:20:10,维持
买入,002368.SZ,0.93,太极股份,30,收入增长符合预期，但转型期投入仍大,申万宏源,0.76,37,维持,2019-02-27T21:23:44,维持
增持,002396.SZ,1.26,星网锐捷,17,切入数据中心网络设备供应商，利润稳健增长,申万宏源,1,22,维持,2019-02-27T21:26:17,维持
增持,002876.SZ,1.45,三利谱,32,2018年业绩触底，2019年需求打开带来后期增长，维持“增持”评级,申万宏源,0.38,124,维持,2019-02-27T21:28:45,维持
买入,002815.SZ,1.02,崇达技术,17,2018净利润增长27%，持续平稳部署新产能,申万宏源,0.68,25,维持,2019-02-27T21:37:06,维持
买入,300073.SZ,0.93,当升科技,34,业绩增速符合预期 2019年高镍产能加速投放,申万宏源,0.7,45,维持,2019-02-27T21:38:13,维持
增持,002078.SZ,0.69,太阳纸业,11,2018年业绩快报点评：业绩符合预期，18Q4造纸主业承压,申万宏源,0.86,9,维持,2019-02-27T21:39:51,维持
买入,601336.SH,3.39,新华保险,14.29,始终坚持价值增长导向，看好高弹性低估值的新寿险转型龙头,天风证券,2.56,18.93,维持,2019-02-27T21:46:56,维持
买入,002034.SZ,1.02,旺能环境,15.3,18年业绩超预期，项目稳步推进，盈利有望向好,安信证券,0.8,19.5,维持,2019-02-27T21:48:27,维持
增持,300474.SZ,0.57,景嘉微,67.04,被忽视的自主可控核心标的，下游市场空间有望打开,天风证券,0.49,79.27,首次,2019-02-27T22:02:06,首次
买入,300038.SZ,0.82,数知科技,13.65,收入超预期增长，AI战略进行时,华泰证券,0.61,18.3,维持,2019-02-27T22:07:28,维持
买入,300496.SZ,0.56,中科创达,61,业绩符合预期，智能汽车业务商业模式转型已见其形,安信证券,0.4,84.2,维持,2019-02-27T22:16:39,维持
增持,603288.SH,1.89,海天味业,40.51,海天味业跟踪报告：未来五年稳定增长可期,浙商证券,1.6,47.82,维持,2019-02-27T22:20:19,维持
买入,002463.SZ,0.46,沪电股份,24.3,业绩符合预期，5G+汽车业务推动公司高速发展,安信证券,0.34,32.5,维持,2019-02-27T22:24:35,维持
增持,300122.SZ,1.76,智飞生物,24.79,业绩增速235%符合预期，HPV疫苗放量推动公司未来快速增长,东吴证券,0.91,47.95,维持,2019-02-27T16:28:02,维持
增持,300316.SZ,0.56,晶盛机电,25,“光伏+半导体”双轮驱动，业绩实现高增长,东北证券,0.46,30.24,维持,2019-02-27T16:34:01,维持
买入,002371.SZ,0.81,北方华创,64.37,厚积薄发，成就国产半导体设备龙头,东北证券,0.54,95.92,维持,2019-02-27T16:35:12,维持
增持,300260.SZ,0.36,新莱应材,30,2018年年报点评：收购资产增值对冲和费用拖累业绩，半导体业务逻辑如预期兑现,川财证券,,,维持,2019-02-27T16:42:06,维持
买入,603338.SH,2.56,浙江鼎力,,卓越推：浙江鼎力,信达证券,1.92,,维持,2019-02-27T16:46:28,维持
买入,002727.SZ,1.15,一心堂,25,零售板块保持快速增长，处方药销售占比提升,安信证券,,,维持,2019-02-27T17:23:08,维持
买入,002007.SZ,1.5,华兰生物,24,血制品恢复，疫苗贡献弹性，2018净利YOY+39%,群益证券,1.23,29.98,维持,2019-02-27T17:23:46,维持
增持,300073.SZ,0.92,当升科技,34,公司点评报告：业绩超预期，关注项目进展及价格走势,中原证券,0.72,43.3,维持,2019-02-27T17:26:54,维持
买入,002768.SZ,1.59,国恩股份,15,业绩大幅增长，新材料一体化平台逐步成型,安信证券,1.16,20.5,维持,2019-02-27T17:34:15,维持
买入,603986.SH,1.89,兆易创新,49.2,中国存储“芯”希望,国盛证券,1.61,58,首次,2019-02-27T17:47:14,首次
增持,002594.SZ,1.28,比亚迪,44.2,业绩符合预期，补贴退坡致利润下滑,财通证券,1.02,55.5,维持,2019-02-27T17:48:37,维持
增持,000708.SZ,1.05,大冶特钢,11,2018年报点评：全年业绩靓丽具备高股息率，多项经营指标创历史新高,光大证券,,,维持,2019-02-27T17:49:00,维持
买入,601966.SH,1.26,玲珑轮胎,13.07,公司动态点评：产品量价齐升，业绩稳定增长,长城证券,1.05,15.73,维持,2019-02-27T17:50:26,维持
增持,002555.SZ,0.89,三七互娱,15.2,公司点评报告：手游业务带动营业收入与毛利率双增长，商誉风险逐渐出清,中原证券,0.49,27.2,维持,2019-02-27T17:57:22,维持
增持,002230.SZ,0.33,科大讯飞,109,收入快速增长，热点提升估值,上海证券,0.25,142,维持,2019-02-27T17:58:22,维持
买入,300284.SZ,0.84,苏交科,14.1,业绩增速超预期，优先受益基建补短板,安信证券,0.75,15.7,维持,2019-02-27T18:28:39,维持
买入,603019.SH,,中科曙光,,中科曙光：保密及安可带动收入高增长，海光量产带来毛利率显著改善,中信建投,,,维持,2019-02-27T18:30:21,维持
买入,300073.SZ,0.92,当升科技,34.1,高镍三元先驱，产能释放贡献业绩,安信证券,0.71,43.9,维持,2019-02-27T18:38:52,维持
买入,002727.SZ,1.13,一心堂,20,业绩高速增长，加速外省扩张,中信建投,,,维持,2019-02-27T18:39:42,维持
买入,002916.SZ,3.23,深南电路,40,18年业绩符合预期，5G通信及IC载板打开成长空间,中信建投,2.47,,维持,2019-02-27T19:06:43,维持
买入,002078.SZ,0.82,太阳纸业,9.1,2018年业绩快报点评：业绩符合预期，原材料海外布局谋篇长期竞争优势,华创证券,0.86,8.6,维持,2019-02-27T19:27:39,维持
买入,002035.SZ,0.96,华帝股份,11,2018年业绩快报点评：收入短期承压，长期潜力依旧,华创证券,0.78,14,维持,2019-02-27T19:28:07,维持
增持,600779.SH,1.45,水井坊,26,大股东再次溢价收购，坚定加码次高端,华创证券,1.19,32,维持,2019-02-27T19:30:33,维持
买入,002230.SZ,0.43,科大讯飞,83.67,全年业绩整体符合预期，期待收入利润加速匹配,天风证券,0.26,136.36,维持,2019-02-27T19:41:15,维持
买入,603833.SH,4.51,欧派家居,26,深度研究报告：深耕渠道铸就龙头地位，拓展整装紧握流量趋势,华创证券,3.82,,维持,2019-02-27T19:54:26,维持
买入,002230.SZ,0.48,科大讯飞,74.7,业绩符合预期 科创龙头展翅翱翔,安信证券,0.26,140.9,维持,2019-02-27T19:57:31,维持
买入,002405.SZ,0.41,四维图新,57.3,Here加码中国市场，合作有望取得实质性进展,安信证券,0.39,61.6,维持,2019-02-27T19:58:17,维持
买入,002230.SZ,0.43,科大讯飞,84,公司营收高速增长，智慧教育加速增长可期,东吴证券,0.25,143,维持,2019-02-27T20:00:18,维持
买入,002078.SZ,0.78,太阳纸业,9.5,纸价回落，Q4业绩承压,安信证券,0.86,8.6,维持,2019-02-27T20:02:53,维持
买入,603960.SH,1.04,克来机电,37,汽车电子装备稀缺标的，优享下游景气红利,安信证券,0.55,,维持,2019-02-27T20:03:44,维持
买入,300487.SZ,1.192,蓝晓科技,31,藏格项目顺利推进，一季度业绩预增150%-180%,中信建投,,,维持,2019-02-27T20:11:06,维持
买入,300623.SZ,1.18,捷捷微电,24.8,扩产项目进展顺利，稳定增长可期,安信证券,,,维持,2019-02-27T20:15:37,维持
增持,300601.SZ,1.38,康泰生物,,四联苗销售回暖，重磅品种即将报产,安信证券,1.08,50,维持,2019-02-27T20:16:38,维持
买入,300502.SZ,0.84,新易盛,,“5G+云数据中心”双轮驱动，光模块“后起之秀”否极泰来,安信证券,0.14,,首次,2019-02-27T20:23:31,首次
增持,002078.SZ,1.03,太阳纸业,7.15,Q4业绩下滑，回购计划彰显信心,华泰证券,0.86,8.58,维持,2019-02-27T20:29:52,维持
买入,300572.SZ,1.61,安车检测,33.6,业绩符合预期，加速整合检测站拓展运营服务,安信证券,1.02,52.9,维持,2019-02-27T20:42:46,维持
增持,002468.SZ,1.52,申通快递,14.8,2018年业绩快报点评：同比增长38%符合预期，被低估的通达系“元老”，依旧存在预期差,华创证券,1.34,16.8,维持,2019-02-27T20:43:14,维持
买入,300628.SZ,3.66,亿联网络,23.88,SIP业务稳健发展，VCS业务快速推进，持续看好！,天风证券,2.81,31.07,维持,2019-02-27T20:52:17,维持
买入,002463.SZ,0.43,沪电股份,30,2018年业绩符合预期，数通及汽车电子推动成长,中信建投,0.34,,维持,2019-02-27T20:56:21,维持
买入,002230.SZ,0.44,科大讯飞,82,2018年业绩快报点评：19年有望迎来业绩拐点,华创证券,0.25,143,维持,2019-02-27T20:58:44,维持
增持,002081.SZ,0.95,金螳螂,11,订单稳健提速，结构持续优化，股权激励促进业绩增长,中信建投,0.81,13,维持,2019-02-27T20:58:55,维持
买入,600188.SH,1.92,兖州煤业,5.4,子公司业绩突出超出市场预期,信达证券,1.66,6.3,维持,2019-02-27T07:30:31,维持
增持,300584.SZ,0.93,海辰药业,28.1,2018年业绩符合预期，NMS启动A轮融资,平安证券,0.69,37.6,维持,2019-02-27T07:53:04,维持
买入,300003.SZ,0.99,乐普医疗,24.44,可降解支架首家获得准产批件，进入国际一线梯队,天风证券,0.7,34.55,维持,2019-02-27T08:03:30,维持
买入,300572.SZ,1.63,安车检测,33,业绩符合预期，下游整合值得期待,国盛证券,1.02,52.92,维持,2019-02-27T08:06:08,维持
买入,002212.SZ,0.45,南洋股份,24.5,业绩符合预期，股权激励计划彰显公司成长信心,国盛证券,0.44,25.4,维持,2019-02-27T08:08:54,维持
买入,600188.SH,1.56,兖州煤业,6.7,兖煤澳洲实现资产大幅优化，变身成“现金奶牛”,中泰证券,1.48,7,维持,2019-02-27T08:12:01,维持
买入,300630.SZ,1.92,普利制药,30,增长势头强劲，新品种放量可期,中泰证券,0.99,57.87,维持,2019-02-27T08:22:29,维持
买入,300003.SZ,0.94,乐普医疗,26,重磅产品可吸收支架获批，医疗器械创新能力被验证,中泰证券,0.72,33.48,维持,2019-02-27T08:26:22,维持
买入,002078.SZ,1.01,太阳纸业,7.3,Q4纸价下滑业绩承压，长期原材料优势构筑坚实壁垒,太平洋,0.86,8.58,维持,2019-02-27T08:27:17,维持
买入,300098.SZ,0.39,高新兴,30,聚焦车联网、公共安全两大主航道，深耕“终端+应用”物联网,国盛证券,0.33,,首次,2019-02-27T08:32:44,首次
买入,600570.SH,1.34,恒生电子,63.97,深耕金融IT铸就高护城河，借政策东风享研发成果,太平洋,1.02,84.25,维持,2019-02-27T08:35:09,维持
买入,300033.SZ,1.38,同花顺,54.81,业绩超预期，新周期扬帆起航,天风证券,,,维持,2019-02-27T08:36:10,维持
买入,002081.SZ,0.92,金螳螂,12,Q4业绩加速增长14%，未来成长有望加快,国盛证券,0.8,14,维持,2019-02-27T08:36:52,维持
买入,002271.SZ,1.38,东方雨虹,18,2018年度业绩快报点评：营收增速强劲，成本端压力缓解,光大证券,1.02,,维持,2019-02-27T08:39:45,维持
买入,601225.SH,1.26,陕西煤业,7,成长盈利皆优+低估值+高股息，板块优选标的,中银国际,1.1,8.1,维持,2019-02-27T08:39:49,维持
增持,002027.SZ,0.35,分众传媒,20,公司2018年业绩快报点评：业绩快报符合预期，等待上刊率提升,国元证券,0.4,17.82,维持,2019-02-27T08:43:53,维持
买入,002727.SZ,1.15,一心堂,20,18年年报点评：业绩符合预期，19年延续加速开店节奏,光大证券,,,维持,2019-02-27T08:45:16,维持
增持,300685.SZ,0.95,艾德生物,42.92,产品快速落地 快报符合预期,国金证券,0.87,46.79,维持,2019-02-27T08:57:57,维持
买入,002027.SZ,0.38,分众传媒,18,全年业绩符合预期，看好公司长期发展趋势,中泰证券,0.4,17.98,维持,2019-02-27T08:58:11,维持
买入,300487.SZ,1.08,蓝晓科技,33.31,业绩持续高增，高壁垒铸就高成长,中泰证券,,,维持,2019-02-27T08:59:27,维持
买入,002352.SZ,1.257,顺丰控股,29,短期的业绩压力，长期的战略决心,国金证券,1.026,36,维持,2019-02-27T08:59:27,维持
买入,002531.SZ,0.44,天顺风能,12.21,业绩符合预期，风塔盈利有望恢复,东北证券,0.28,19.37,维持,2019-02-27T08:59:52,维持
买入,300657.SZ,1.9,弘信电子,30,受益FPC行业发展，看好扩张整合,天风证券,1.25,,首次,2019-02-27T09:01:18,首次
买入,300284.SZ,0.92,苏交科,12.11,公司业绩超预期，千亿市场保障长期发展,国金证券,0.75,14.86,维持,2019-02-27T09:02:55,维持
买入,002271.SZ,1.263,东方雨虹,20,业绩增长符合预期，地产承压不改长期趋势,国金证券,1.012,,维持,2019-02-27T09:03:10,维持
买入,300383.SZ,0.6,光环新网,28.72,业绩符合市场预期，估值有提升空间,东北证券,0.43,40.04,维持,2019-02-27T09:04:22,维持
增持,000708.SZ,1.08,大冶特钢,10.28,关注兴澄特钢收购进程,中泰证券,,,维持,2019-02-27T09:04:54,维持
买入,002851.SZ,1.04,麦格米特,23,业绩超预期，平台化布局下快速增长,中泰证券,0.65,36,维持,2019-02-27T09:08:48,维持
增持,001965.SZ,0.67,招商公路,13.28,高速公路龙头，主业积极外延扩张,华泰证券,0.63,14.18,首次,2019-02-27T09:44:22,首次
买入,300136.SZ,1.39,信维通信,25,5G射频天线黄金赛道，全面布局奋勇争先,安信证券,1.05,28.7,维持,2019-02-27T09:49:58,维持
增持,300751.SZ,4.86,迈为股份,38.14,丝网印刷龙头地位强化,华泰证券,,,维持,2019-02-27T09:50:58,维持
增持,603022.SH,0.25,新通联,38,深度研究报告：受益木托盘标准化，木包装龙头企业扬帆起航,华创证券,0.21,46.5,首次,2019-02-27T09:53:08,首次
买入,300122.SZ,1.74,智飞生物,30,业绩符合预期，重磅放量驱动高增长,安信证券,0.91,48.2,维持,2019-02-27T09:53:09,维持
买入,002851.SZ,0.96,麦格米特,25,年报业绩快报点评：业绩略超预期，平台化助力高增长,新时代,0.65,36,维持,2019-02-27T09:56:18,维持
